epoch,acc,loss,val_acc,val_loss
0,0.81640226,0.47728012166326006,0.83333313,0.43792733395541156
1,0.8395832,0.4071204888442206,0.85686725,0.3500173568725586
2,0.8580026,0.34537519642284936,0.86273146,0.3266894080020763
3,0.8643187,0.3209179587780483,0.86666673,0.30948594190456247
4,0.8673609,0.3013833897454398,0.86959875,0.3003121232544934
5,0.87576044,0.2806285746986904,0.8767747,0.28866332747318124
6,0.88783044,0.2591465899868617,0.88047844,0.28457989273247897
7,0.8975528,0.24348046860051534,0.88186723,0.28321882375964413
8,0.9083664,0.22240577619227153,0.88626546,0.27705456769024883
9,0.9179895,0.20241584290587714,0.8852624,0.28058506007547734
10,0.92999345,0.17955962547234128,0.88348764,0.2919041390772219
11,0.93799603,0.16084481520312174,0.88410497,0.29686507163224396
12,0.94808215,0.14053041518680634,0.87924385,0.3171782844596439
13,0.9585317,0.11796764395539723,0.8770061,0.3362383206685384
14,0.96140873,0.11059430546703793,0.8783951,0.33973711353761177
15,0.9721229,0.08776735590090827,0.8760032,0.36303599344359505
16,0.97496694,0.07832602922405515,0.8716049,0.39562683502833046
17,0.97774476,0.07280548441977729,0.87569445,0.37963344013249434
18,0.98167974,0.06218054015485067,0.8752315,0.3935116800996992
19,0.9855819,0.0535978961558569,0.87245363,0.41096248582557393
20,0.9851192,0.052561658218739524,0.8731482,0.41147863313003824
21,0.98515207,0.05066264520088832,0.87793213,0.40742326974868776
22,0.9858467,0.04742854983797149,0.8759259,0.4140206089726201
23,0.98730177,0.04188073320048196,0.87345684,0.4386130796538459
24,0.9880621,0.04235520414889805,0.8735339,0.4528640941337303
25,0.98839295,0.03910679325224861,0.87484574,0.43879990489394577
26,0.98892194,0.03777685955403343,0.8768519,0.4397447881875215
27,0.9885912,0.03693417975353816,0.87322533,0.44976931677924264
28,0.9897487,0.03439525381203682,0.87415135,0.4529141836696201
29,0.9895833,0.03276173531536072,0.8733025,0.4641457036689476
30,0.9904101,0.03219619885914855,0.87561727,0.4605610887209574
31,0.989451,0.03260444559393421,0.8729167,0.47163553635279337
32,0.9895504,0.03133067919148339,0.8702932,0.49241047744397765
33,0.98915327,0.03043133698640362,0.873071,0.48017757071389094
34,0.9903109,0.03125160861582983,0.8685957,0.5012995953913089
35,0.98988074,0.030399848707020283,0.87469125,0.4831811127839265
36,0.9902776,0.027811202548799062,0.8742284,0.49561154091799703
37,0.99083996,0.026531026784389736,0.8739969,0.4955365750524733
38,0.990377,0.026311721912925204,0.8722223,0.5040798858360008
39,0.9905754,0.026912939684495093,0.87430555,0.49549159341388277
40,0.99077374,0.026162919257250096,0.8722222,0.49936382019961323
41,0.99097234,0.023642213015802323,0.87554014,0.5072035008006626
42,0.9916667,0.022448784104060558,0.8743826,0.5186734976591887
43,0.9909721,0.024121147772622486,0.87206787,0.5207928984253495
44,0.99153423,0.02137212831940916,0.8739198,0.5187287675009833
45,0.9905754,0.023842149357947092,0.8715279,0.5187457941196583
46,0.9908398,0.021583600543321126,0.8729939,0.5309503723073888
47,0.9906415,0.0234585991291891,0.87476856,0.5349526851265519
48,0.9914352,0.020705425621025147,0.87314814,0.5318709735517149
49,0.9921627,0.02128033077137338,0.8715279,0.5453409353892008
50,0.99163353,0.019981624511262727,0.8716822,0.5398848025887101
51,0.9921627,0.019742623308584804,0.87438273,0.5475579213213038
52,0.99203044,0.019569341956623017,0.87191355,0.5588400902571502
53,0.9916006,0.01999088590816846,0.87214506,0.5452359230430038
54,0.99163365,0.02077185931275525,0.8725309,0.5566390637998228
55,0.9912366,0.019790129948939597,0.8717593,0.5575228059733356
56,0.99186516,0.01860058542326211,0.8703704,0.560790369687257
57,0.9921626,0.018867736640903684,0.8743827,0.5666550450854831
58,0.99219567,0.016493068836511127,0.8727624,0.5659160459483111
59,0.99222875,0.017513671517372133,0.8712963,0.571520714406614
60,0.9930225,0.015546139512979795,0.8709105,0.5772439961080198
61,0.9922617,0.017028801568916865,0.8702932,0.5941024784688597
62,0.99146825,0.018399478922346755,0.86774695,0.5997599999109904
63,0.9914352,0.020578617703110452,0.8744599,0.5788696266986706
64,0.99007934,0.021263998143729708,0.8685186,0.613345600940563
65,0.99041003,0.0213386175636616,0.8740741,0.5876244717174106
66,0.99126977,0.019131387929831233,0.8733797,0.5711930901915939
67,0.9923943,0.017340345083484573,0.87106484,0.587829734660961
68,0.9911376,0.016944691225413294,0.8718364,0.5974899146291944
69,0.9920637,0.01747842516217913,0.8712963,0.5970524452350757
70,0.9912367,0.019275071897677014,0.87075615,0.5909581586166665
71,0.99186516,0.016544620441420684,0.8743056,0.5938067776185495
72,0.9924272,0.015780158385279634,0.8726852,0.6024556486694901
73,0.99183196,0.016308173423056446,0.8699074,0.6070845723152161
74,0.9913361,0.016995386968529414,0.86851853,0.6284969025188022
75,0.99232787,0.01595885737666062,0.8716821,0.6014244163477862
76,0.99229497,0.016429829615212624,0.86859566,0.6201636482168127
77,0.99232805,0.01542117624813395,0.8695216,0.6092708552325213
78,0.9918653,0.015817817702652916,0.86682105,0.6322882405033818
79,0.991799,0.015786301046018563,0.8690586,0.6209623394189058
80,0.9921627,0.014438936489796828,0.8712963,0.6196246562180696
81,0.9924273,0.015320745512606605,0.8713734,0.6168364454198767
82,0.99212956,0.014454931529268385,0.8680556,0.6446707465030529
83,0.992791,0.014615261499836508,0.8702932,0.647560554963571
84,0.9920967,0.015586602943579829,0.86936736,0.6321944488419426
85,0.9920634,0.01447467485827113,0.8678242,0.6359771044165999
86,0.99219584,0.014322245682752323,0.8712191,0.6424230526994776
87,0.9924602,0.013525356500158235,0.873071,0.645884785828767
88,0.9927251,0.013806715572164173,0.8703704,0.6615199150862517
89,0.9916337,0.015563885051579702,0.87060183,0.665298957294888
90,0.99189824,0.01600893179457339,0.8675154,0.677093403869205
91,0.99186486,0.0147108525688213,0.86844134,0.673211442541193
92,0.99209654,0.01559218747748269,0.86813277,0.6719336191813151
93,0.9927248,0.013385073145821927,0.86597216,0.6775178251443086
94,0.99246013,0.013683741119882417,0.8673612,0.6740947537951999
95,0.9920634,0.014784939037192435,0.86736125,0.6678769323560927
96,0.9925265,0.014655726088122243,0.8652779,0.6856934476781774
97,0.992725,0.012980903555003424,0.8670525,0.6814275048397206
98,0.9924603,0.0133731160312891,0.86913586,0.6779083402068526
99,0.99255943,0.01320612844493654,0.86913574,0.6749269105769969
